action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,356,40300402,33.8023,-67,242,-118.3368,0,3,1,2003-04,23,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27691
Jump Shot,Jump Shot,359,40300402,33.9753,-235,69,-118.5048,0,3,1,2003-04,0,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27692
Layup Shot,Layup,392,40300402,34.0443,0,0,-118.2698,7,4,1,2003-04,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27693
Jump Shot,Jump Shot,413,40300402,33.9303,-148,114,-118.4178,6,4,1,2003-04,26,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27694
Driving Layup Shot,Layup,428,40300402,34.0443,0,0,-118.2698,5,4,1,2003-04,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27695
Jump Shot,Jump Shot,430,40300402,33.9573,-184,87,-118.4538,4,4,1,2003-04,9,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27696
Jump Shot,Jump Shot,433,40300402,33.9213,18,123,-118.2518,3,4,1,2003-04,31,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27697
Driving Dunk Shot,Dunk,443,40300402,34.0443,0,0,-118.2698,2,4,1,2003-04,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27698
Jump Shot,Jump Shot,445,40300402,33.8223,-163,222,-118.4328,1,4,1,2003-04,36,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27699
Jump Shot,Jump Shot,459,40300402,33.8293,-154,215,-118.4238,0,4,1,2003-04,37,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27700
Jump Shot,Jump Shot,476,40300402,33.8403,-195,204,-118.4648,0,4,1,2003-04,2,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27701
Driving Layup Shot,Layup,489,40300402,34.0443,0,0,-118.2698,3,5,1,2003-04,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27702
Jump Bank Shot,Jump Shot,497,40300402,34.0163,56,28,-118.2138,2,5,1,2003-04,25,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27703
Layup Shot,Layup,513,40300402,34.0443,0,0,-118.2698,0,5,1,2003-04,39,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27704
Layup Shot,Layup,517,40300402,34.0443,0,0,-118.2698,0,5,1,2003-04,20,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-08,LAL vs. DET,DET,27705
Jump Shot,Jump Shot,9,40300403,33.9603,-189,84,-118.4588,10,1,1,2003-04,33,20,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27706
Layup Shot,Layup,12,40300403,34.0443,0,0,-118.2698,10,1,1,2003-04,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27707
Jump Shot,Jump Shot,64,40300403,33.8843,-153,160,-118.4228,2,1,1,2003-04,56,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27708
Jump Shot,Jump Shot,189,40300403,33.9763,-230,68,-118.4998,3,2,1,2003-04,20,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27709
Jump Bank Shot,Jump Shot,257,40300403,34.0063,-131,38,-118.4008,8,3,1,2003-04,3,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27710
Jump Shot,Jump Shot,264,40300403,34.0443,158,0,-118.1118,7,3,1,2003-04,35,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27711
Fadeaway Jump Shot,Jump Shot,266,40300403,33.9763,97,68,-118.1728,6,3,1,2003-04,57,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27712
Jump Shot,Jump Shot,279,40300403,34.0293,189,15,-118.0808,5,3,1,2003-04,43,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27713
Jump Shot,Jump Shot,323,40300403,33.7893,-79,255,-118.3488,0,3,1,2003-04,29,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27714
Jump Shot,Jump Shot,373,40300403,33.9733,181,71,-118.0888,8,4,1,2003-04,16,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27715
Dunk Shot,Dunk,387,40300403,34.0443,0,0,-118.2698,7,4,1,2003-04,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27716
Jump Shot,Jump Shot,398,40300403,33.8273,156,217,-118.1138,5,4,1,2003-04,55,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27717
Jump Shot,Jump Shot,443,40300403,33.9013,210,143,-118.0598,1,4,1,2003-04,32,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-10,LAL @ DET,DET,27718
Jump Shot,Jump Shot,8,40300404,33.9223,-225,122,-118.4948,11,1,1,2003-04,15,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27719
Jump Shot,Jump Shot,10,40300404,33.9863,-148,58,-118.4178,11,1,1,2003-04,1,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27720
Layup Shot,Layup,21,40300404,34.0443,0,0,-118.2698,9,1,1,2003-04,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27721
Jump Shot,Jump Shot,49,40300404,34.0503,187,-6,-118.0828,5,1,1,2003-04,50,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27722
Jump Shot,Jump Shot,68,40300404,33.9983,-168,46,-118.4378,3,1,1,2003-04,26,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27723
Jump Shot,Jump Shot,86,40300404,33.9633,-177,81,-118.4468,2,1,1,2003-04,14,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27724
Jump Shot,Jump Shot,129,40300404,33.9813,36,63,-118.2338,9,2,1,2003-04,27,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27725
Jump Shot,Jump Shot,189,40300404,34.0443,149,0,-118.1208,6,2,1,2003-04,10,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27726
Jump Shot,Jump Shot,202,40300404,34.0373,-168,7,-118.4378,4,2,1,2003-04,42,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27727
Jump Shot,Jump Shot,217,40300404,34.0393,-102,5,-118.3718,3,2,1,2003-04,11,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27728
Jump Shot,Jump Shot,225,40300404,33.9043,113,140,-118.1568,2,2,1,2003-04,51,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27729
Jump Shot,Jump Shot,229,40300404,34.0293,202,15,-118.0678,2,2,1,2003-04,16,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27730
Layup Shot,Layup,239,40300404,34.0443,0,0,-118.2698,0,2,1,2003-04,57,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27731
Jump Shot,Jump Shot,251,40300404,34.0453,-230,-1,-118.4998,0,2,1,2003-04,23,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27732
Running Jump Shot,Jump Shot,281,40300404,33.9863,105,58,-118.1648,7,3,1,2003-04,44,11,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27733
Running Jump Shot,Jump Shot,287,40300404,33.7943,-48,250,-118.3178,7,3,1,2003-04,4,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27734
Jump Shot,Jump Shot,290,40300404,34.0523,182,-8,-118.0878,6,3,1,2003-04,31,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27735
Jump Shot,Jump Shot,326,40300404,33.8503,-61,194,-118.3308,2,3,1,2003-04,53,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27736
Layup Shot,Layup,330,40300404,34.0443,0,0,-118.2698,2,3,1,2003-04,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27737
Running Jump Shot,Jump Shot,366,40300404,33.9963,-31,48,-118.3008,10,4,1,2003-04,18,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27738
Jump Shot,Jump Shot,371,40300404,34.0453,-232,-1,-118.5018,9,4,1,2003-04,32,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27739
Jump Bank Shot,Jump Shot,443,40300404,34.0363,113,8,-118.1568,4,4,1,2003-04,35,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27740
Jump Shot,Jump Shot,451,40300404,33.7893,-57,255,-118.3268,3,4,1,2003-04,6,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27741
Driving Finger Roll Shot,Layup,475,40300404,34.0443,0,0,-118.2698,1,4,1,2003-04,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27742
Jump Shot,Jump Shot,480,40300404,33.7813,74,263,-118.1958,0,4,1,2003-04,56,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-13,LAL @ DET,DET,27743
Jump Shot,Jump Shot,22,40300405,33.9583,135,86,-118.1348,8,1,1,2003-04,35,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27744
Jump Shot,Jump Shot,27,40300405,33.9813,179,63,-118.0908,7,1,1,2003-04,59,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27745
Layup Shot,Layup,41,40300405,34.0443,0,0,-118.2698,6,1,1,2003-04,14,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27746
Layup Shot,Layup,50,40300405,34.0443,0,0,-118.2698,4,1,1,2003-04,59,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27747
Jump Shot,Jump Shot,56,40300405,33.9623,-202,82,-118.4718,4,1,1,2003-04,33,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27748
Driving Layup Shot,Layup,80,40300405,34.0443,0,0,-118.2698,1,1,1,2003-04,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27749
Jump Shot,Jump Shot,93,40300405,34.0313,-204,13,-118.4738,0,1,1,2003-04,2,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27750
Dunk Shot,Dunk,122,40300405,34.0443,0,0,-118.2698,8,2,1,2003-04,58,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27751
Layup Shot,Layup,172,40300405,34.0443,0,0,-118.2698,5,2,1,2003-04,53,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27752
Jump Shot,Jump Shot,185,40300405,33.9963,-169,48,-118.4388,5,2,1,2003-04,23,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27753
Jump Shot,Jump Shot,209,40300405,33.9953,171,49,-118.0988,1,2,1,2003-04,26,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27754
Jump Shot,Jump Shot,215,40300405,33.8763,103,168,-118.1668,0,2,1,2003-04,45,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27755
Driving Dunk Shot,Dunk,240,40300405,34.0443,0,0,-118.2698,9,3,1,2003-04,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27756
Layup Shot,Layup,255,40300405,34.0443,0,0,-118.2698,8,3,1,2003-04,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27757
Driving Dunk Shot,Dunk,291,40300405,34.0443,0,0,-118.2698,5,3,1,2003-04,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27758
Jump Shot,Jump Shot,339,40300405,33.7893,-80,255,-118.3498,1,3,1,2003-04,0,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27759
Jump Shot,Jump Shot,341,40300405,34.0063,135,38,-118.1348,0,3,1,2003-04,53,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27760
Layup Shot,Layup,347,40300405,34.0443,0,0,-118.2698,0,3,1,2003-04,35,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27761
Driving Layup Shot,Layup,389,40300405,34.0443,0,0,-118.2698,10,4,1,2003-04,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27762
Jump Shot,Jump Shot,446,40300405,33.9263,-161,118,-118.4308,4,4,1,2003-04,20,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27763
Jump Shot,Jump Shot,451,40300405,33.7963,128,248,-118.1418,3,4,1,2003-04,44,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-06-15,LAL @ DET,DET,27764
Jump Shot,Jump Shot,3,40500151,34.0223,-189,22,-118.4588,11,1,1,2005-06,13,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27765
Jump Shot,Jump Shot,74,40500151,33.9993,34,45,-118.2358,2,1,1,2005-06,54,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27766
Jump Shot,Jump Shot,77,40500151,33.8963,205,148,-118.0648,2,1,1,2005-06,24,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27767
Turnaround Jump Shot,Jump Shot,114,40500151,33.8763,-97,168,-118.3668,10,2,1,2005-06,37,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27768
Jump Shot,Jump Shot,127,40500151,33.8963,125,148,-118.1448,9,2,1,2005-06,20,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27769
Jump Shot,Jump Shot,152,40500151,33.9633,-59,81,-118.3288,7,2,1,2005-06,42,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27770
Jump Shot,Jump Shot,184,40500151,34.0133,240,31,-118.0298,4,2,1,2005-06,35,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27771
Layup Shot,Layup,280,40500151,34.0443,0,0,-118.2698,6,3,1,2005-06,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27772
Turnaround Jump Shot,Jump Shot,288,40500151,33.9903,36,54,-118.2338,5,3,1,2005-06,0,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27773
Driving Layup Shot,Layup,320,40500151,34.0443,0,0,-118.2698,1,3,1,2005-06,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27774
Jump Shot,Jump Shot,343,40500151,33.8703,118,174,-118.1518,11,4,1,2005-06,32,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27775
Jump Shot,Jump Shot,373,40500151,33.8523,181,192,-118.0888,8,4,1,2005-06,35,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27776
Turnaround Jump Shot,Jump Shot,376,40500151,33.9503,-148,94,-118.4178,8,4,1,2005-06,25,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27777
Jump Shot,Jump Shot,387,40500151,33.8993,121,145,-118.1488,7,4,1,2005-06,20,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27778
Jump Shot,Jump Shot,397,40500151,33.9863,59,58,-118.2108,6,4,1,2005-06,47,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27779
Driving Layup Shot,Layup,407,40500151,34.0443,0,0,-118.2698,6,4,1,2005-06,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27780
Driving Layup Shot,Layup,418,40500151,34.0443,0,0,-118.2698,4,4,1,2005-06,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27781
Layup Shot,Layup,457,40500151,34.0443,0,0,-118.2698,0,4,1,2005-06,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27782
Jump Shot,Jump Shot,464,40500151,33.8663,-189,178,-118.4588,0,4,1,2005-06,17,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27783
Jump Shot,Jump Shot,476,40500151,33.8423,-202,202,-118.4718,0,4,1,2005-06,6,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27784
Jump Shot,Jump Shot,487,40500151,33.6773,217,367,-118.0528,0,4,1,2005-06,0,42,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-23,LAL @ PHX,PHX,27785
Jump Shot,Jump Shot,5,40500152,33.9193,126,125,-118.1438,11,1,1,2005-06,40,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27786
Jump Shot,Jump Shot,41,40500152,34.0373,-153,7,-118.4228,8,1,1,2005-06,6,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27787
Jump Bank Shot,Jump Shot,46,40500152,34.0063,-62,38,-118.3318,7,1,1,2005-06,41,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27788
Jump Shot,Jump Shot,59,40500152,33.8473,163,197,-118.1068,5,1,1,2005-06,12,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27789
Jump Shot,Jump Shot,75,40500152,33.9193,144,125,-118.1258,3,1,1,2005-06,59,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27790
Jump Shot,Jump Shot,111,40500152,33.9193,125,125,-118.1448,11,2,1,2005-06,44,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27791
Fadeaway Jump Shot,Jump Shot,125,40500152,33.9653,159,79,-118.1108,9,2,1,2005-06,55,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27792
Jump Shot,Jump Shot,229,40500152,33.8843,128,160,-118.1418,11,3,1,2005-06,1,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27793
Jump Shot,Jump Shot,254,40500152,33.9293,-136,115,-118.4058,7,3,1,2005-06,32,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27794
Jump Shot,Jump Shot,268,40500152,33.9393,-148,105,-118.4178,5,3,1,2005-06,33,18,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27795
Driving Layup Shot,Layup,271,40500152,34.0443,0,0,-118.2698,5,3,1,2005-06,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27796
Jump Shot,Jump Shot,277,40500152,33.8833,135,161,-118.1348,4,3,1,2005-06,7,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27797
Jump Shot,Jump Shot,281,40500152,33.9343,-189,110,-118.4588,3,3,1,2005-06,34,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27798
Jump Shot,Jump Shot,293,40500152,33.8943,149,150,-118.1208,2,3,1,2005-06,40,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27799
Jump Shot,Jump Shot,296,40500152,33.9013,143,143,-118.1268,2,3,1,2005-06,14,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27800
Jump Shot,Jump Shot,306,40500152,33.8653,115,179,-118.1548,0,3,1,2005-06,38,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27801
Jump Bank Shot,Jump Shot,311,40500152,33.9993,-48,45,-118.3178,0,3,1,2005-06,28,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27802
Layup Shot,Layup,316,40500152,34.0443,0,0,-118.2698,0,3,1,2005-06,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-04-26,LAL @ PHX,PHX,27803
